prot	BRAIN	BROWN_ADIPOSE_TISSUE	HEART	KIDNEY	LIVER	LUNG	PANCREAS	SPLEEN	WHOLE_ORGANISM	tcount	def
Q8BQM4	0.045	NA	0.046	1.09	0.02	0.371	8.99	13.0	19.5	8	UN
Q8BU33	2.41	1.31	16.2	29.6	37.5	88.8	67.5	10.4	6.37	9	UN
Q6PFD9	0.258	1.63	0.317	NA	0.151	4.9	NA	1.4	5.94	7	UN
Q7TSJ2	928.0	4.5	3.33	NA	0.022	12.6	1.88	1.53	29.0	8	UN
P28271	57.7	1523.0	741.0	672.0	2112.0	204.0	290.0	168.0	102.0	9	UN
Q8JZK9	368.0	15.3	1.01	56.3	186.0	8.16	NA	1.05	19.1	8	UN
F8WHM5	74.3	37.8	70.8	249.0	15.3	109.0	53.5	118.0	21.0	9	UN
Q6ZQK0	NA	0.044	NA	NA	NA	0.027	0.042	30.5	10.9	5	UN
P62500-2	6.88	1.62	1.23	NA	0.036	1.55	1.46	2.6	32.7	8	UN
Q9DCA5	NA	NA	NA	NA	NA	NA	12.3	4.31	7.89	3	UN
O09110	0.544	5.29	2.05	0.834	1.59	24.0	11.7	28.1	1.64	9	UN
P17809	1.23	0.273	NA	86.7	NA	NA	NA	0.208	43.1	5	UN
B1AY10	0.301	NA	NA	NA	NA	NA	0.882	NA	3.58	3	UN
Q07417	4.54	2368.0	1926.0	522.0	345.0	278.0	72.2	111.0	170.0	9	UN
P06795	0.579	NA	0.089	29.8	1.92	0.537	NA	0.192	2.16	7	UN
Q9QXB9	20.8	12.4	2.51	28.2	2.62	9.57	231.0	32.1	51.3	9	UN
Q9EP69	14.0	115.0	13.0	92.7	59.8	69.8	436.0	58.2	15.0	9	UN
P59328-3	0.352	NA	0.07	NA	NA	1.91	NA	18.7	35.5	5	UN
Q62425	636.0	1024.0	471.0	1836.0	41.4	95.9	438.0	71.1	194.0	9	UN
Q9DBD5	1.07	NA	0.163	0.503	NA	NA	2.1	4.0	33.0	6	UN
Q6P9P6	0.013	NA	NA	NA	NA	NA	NA	38.1	24.1	3	UN
Q99MJ9	32.7	NA	22.0	79.2	16.1	NA	2.84	NA	4.99	6	UN
Q9JLI8	10.4	13.0	17.3	29.9	3.71	45.2	34.2	91.4	34.9	9	UN
Q9CR02	0.227	NA	NA	NA	NA	NA	NA	2.51	63.8	3	UN
O54998	NA	3.18	1.09	NA	0.009	3.77	0.737	0.425	1.05	7	UN
Q9CRD0	20.3	180.0	44.9	48.8	48.1	20.4	48.8	51.1	63.2	9	UN
Q8C6G8	2.54	2.68	0.205	NA	0.24	6.78	0.535	5.82	2.83	8	UN
P43277	41.9	10.1	11.2	4.9	2.79	12.7	19.3	25.6	555.0	9	UN
P21278	152.0	40.0	16.9	102.0	10.2	172.0	76.1	10.3	16.5	9	UN
Q3TJ22	0.337	0.201	NA	0.177	0.143	1.86	16.5	3.25	2.76	8	UN
P09055	6.95	149.0	185.0	186.0	49.0	791.0	53.9	134.0	24.6	9	UN
P60843	500.0	328.0	172.0	234.0	502.0	353.0	794.0	1708.0	1329.0	9	UN
P24369	257.0	394.0	208.0	370.0	4078.0	917.0	5699.0	684.0	956.0	9	UN
A2BG75	0.296	NA	0.009	19.8	32.2	51.9	13.5	14.3	6.14	8	UN
E9Q7C1	0.253	0.279	0.035	NA	NA	27.1	NA	0.161	2.35	6	UN
P54731	1.26	26.6	2.46	4.23	0.779	23.6	8.24	75.6	3.65	9	UN
Q8BUK6	54.4	28.1	27.8	69.5	2.91	79.3	1.72	26.9	4.45	9	UN
S4R1S7	117.0	31.0	16.3	NA	12.5	95.5	1.37	107.0	35.6	8	UN
O70194	5.95	99.5	44.1	61.1	21.8	85.8	192.0	150.0	123.0	9	UN
Q8BXL7	0.65	6.14	0.561	0.559	2.3	1.16	21.3	3.01	1.46	9	UN
Q8VC70	NA	1.01	NA	NA	0.024	NA	0.58	1.22	28.7	5	UN
Q8R3N1	9.82	NA	NA	NA	16.1	NA	NA	NA	17.4	3	UN
Q9CXF7	0.028	NA	NA	NA	NA	NA	0.413	1.26	0.297	4	UN
O70252	153.0	31.5	108.0	60.6	132.0	353.0	91.6	67.9	36.4	9	UN
Q8K0C9	2.11	15.4	2.69	6.61	0.625	18.5	222.0	21.3	3.26	9	UN
Q9QXX4	0.807	2.85	187.0	869.0	303.0	18.3	133.0	6.32	87.7	9	UN
Q922U1	79.0	0.48	NA	228.0	68.6	104.0	3.77	1.73	27.5	8	UN
Q8K1J6	9.28	34.8	3.82	3.35	0.847	27.2	7.07	92.4	54.1	9	UN
Q9QWF0	NA	NA	NA	NA	NA	NA	NA	NA	0.54	1	UN
Q9D4H1	5.1	10.2	0.316	12.9	0.36	33.8	2.28	15.8	4.54	9	UN
Q80X95	2.02	5.04	0.741	8.05	1.56	3.66	9.6	4.71	2.03	9	UN
Q8C2Q8	405.0	338.0	2246.0	458.0	192.0	340.0	512.0	154.0	497.0	9	UN
O54774	255.0	30.9	7.85	48.5	2.39	145.0	215.0	46.5	29.8	9	UN
Q8K301	NA	NA	NA	NA	NA	NA	0.099	NA	22.1	2	UN
Q99L04	47.7	61.7	6.18	104.0	189.0	38.3	264.0	66.5	86.2	9	UN
Q80Y44	NA	NA	NA	NA	NA	NA	0.462	NA	8.76	2	UN
Q9QXK7	0.56	5.54	0.08	NA	8.33	3.69	9.01	40.6	35.0	8	UN
Q0VGB7	0.301	1.47	NA	0.123	0.239	2.83	0.79	10.3	93.1	8	UN
Q6P6M7	0.248	2.15	NA	NA	0.904	0.97	4.2	0.32	10.1	7	UN
Q6PGA2	NA	NA	1.94	NA	NA	0.297	NA	NA	0.203	3	UN
G5E8V8	0.37	0.28	0.059	NA	NA	3.95	NA	1.03	51.0	6	UN
D3YUW8	0.055	NA	NA	NA	NA	NA	NA	NA	8.31	2	UN
B1ARD6	NA	NA	NA	NA	NA	NA	NA	NA	0.273	1	UN
P27601	49.7	22.4	2.29	24.6	12.5	101.0	2.77	52.0	11.9	9	UN
Q6P1E1-2	0.097	NA	NA	NA	NA	NA	NA	NA	0.765	2	UN
Q8CH72	2.21	2.58	0.558	NA	0.02	2.13	0.046	0.591	13.5	8	UN
Q8BH59	315.0	34.9	266.0	1501.0	82.3	94.3	377.0	133.0	45.9	9	UN
P70290	36.0	89.4	79.6	643.0	1.32	225.0	1.84	146.0	18.9	9	UN
Q9DAU1	33.5	3.87	0.67	51.3	44.8	50.0	142.0	170.0	8.15	9	UN
Q8CFD4	NA	0.28	NA	NA	0.013	0.38	NA	NA	0.503	4	UN
G3UVU9	NA	NA	NA	NA	NA	NA	NA	NA	3.37	1	UN
Q9CQU0	214.0	76.4	43.3	59.4	66.9	112.0	110.0	25.9	162.0	9	UN
Q8BXZ1	11.5	9.21	11.4	2.42	3.24	79.3	10.6	46.4	5.86	9	UN
P55096	10.6	110.0	23.3	399.0	299.0	194.0	0.905	5.55	82.3	9	UN
P70279	NA	NA	NA	NA	NA	NA	NA	NA	5.38	1	UN
Q8CJ53-4	NA	20.6	2.43	2.37	0.246	70.1	0.76	4.44	17.8	8	UN
Q9D0L7	7.51	1.86	2.02	3.8	9.2	10.4	3.88	3.25	11.6	9	UN
Q6PDG5-2	220.0	19.9	32.3	183.0	77.4	216.0	137.0	69.9	39.4	9	UN
B1AQJ2	NA	NA	NA	NA	NA	NA	NA	NA	8.35	1	UN
Q9DC69	183.0	1230.0	869.0	2504.0	158.0	112.0	282.0	70.1	108.0	9	UN
Q8BYA0	41.8	13.6	3.57	16.6	0.903	50.2	20.7	40.2	18.8	9	UN
Q8BHY2	0.066	NA	0.008	NA	0.032	NA	3.22	1.71	23.5	6	UN
P33174	NA	NA	NA	NA	NA	NA	NA	73.0	1.13	2	UN
Q99LM2	0.659	8.66	0.21	0.888	19.8	21.8	112.0	12.5	3.5	9	UN
Q99KF1	1.86	20.4	11.5	29.9	36.6	71.9	15.1	30.7	64.1	9	UN
Q6P8N8	0.288	233.0	11.5	5.66	10.1	5.32	19.0	12.3	43.5	9	UN
Q60520	0.198	0.296	0.045	0.528	0.111	1.37	0.137	20.5	26.9	9	UN
Q3U5F4	1.35	0.629	0.134	NA	0.033	NA	9.6	5.55	35.1	7	UN
Q8BP71	0.044	1.05	0.908	NA	0.063	2.13	0.208	1.44	5.79	8	UN
Q921N6	0.398	NA	NA	NA	NA	NA	NA	NA	20.4	2	UN
Q76KJ5	NA	NA	NA	NA	NA	NA	1.07	NA	32.8	2	UN
O88708	NA	NA	NA	NA	NA	NA	NA	NA	1.45	1	UN
P62309	19.9	NA	NA	126.0	178.0	1.49	10.1	2.03	220.0	7	UN
Q9CZ91	0.115	NA	NA	NA	16.1	NA	NA	NA	21.3	3	UN
P56394	11.2	14.4	5.94	1.33	0.061	0.251	20.1	0.628	760.0	9	UN
Q99MU3	39.4	NA	NA	NA	0.025	0.276	0.491	0.265	5.74	6	UN
P26450	1.26	5.29	0.324	0.868	0.706	18.7	0.241	46.1	1.49	9	UN
Q91YR7	6.84	1.39	15.5	29.7	58.2	20.0	0.528	0.602	31.0	9	UN
Q921E6-3	NA	5.93	NA	NA	NA	6.42	NA	1.87	2.08	4	UN
Q5SXY1-3	18.5	NA	0.241	NA	0.687	2.95	4.48	1.94	2.78	7	UN
D3Z1X8	316.0	0.935	95.6	336.0	88.6	125.0	0.221	42.6	108.0	9	UN
Q8C079-4	5.23	5.32	0.023	1.51	0.184	20.7	1.64	7.7	14.0	9	UN
Q00PI9	132.0	69.3	39.1	348.0	126.0	352.0	48.6	3589.0	73.5	9	UN
Q01320	0.028	0.094	22.0	0.04	NA	0.043	NA	16.8	17.5	7	UN
Q9DCS9	67.2	1295.0	769.0	960.0	2492.0	101.0	398.0	99.8	181.0	9	UN
Q8R5K4-2	0.201	NA	NA	NA	NA	NA	NA	NA	20.4	2	UN
Q5RJH6-3	0.007	0.575	NA	NA	NA	NA	NA	NA	27.3	3	UN
Q922V4	72.5	5.64	22.1	119.0	105.0	119.0	39.0	4.48	19.9	9	UN
F6V6T4	13.1	51.8	13.0	125.0	59.1	99.2	162.0	113.0	46.3	9	UN
A2AQ19	0.678	0.303	0.058	NA	0.03	1.4	0.163	9.54	17.6	8	UN
E9Q555	0.068	48.2	12.7	139.0	24.4	148.0	2.98	635.0	7.78	9	UN
Q61335	12.1	89.2	57.5	169.0	1989.0	284.0	35.6	44.6	57.0	9	UN
Q80VD1	26.4	17.2	0.274	9.89	0.693	14.7	16.6	36.3	78.4	9	UN
O55142	44.6	7.42	33.8	26.4	112.0	37.3	507.0	134.0	652.0	9	UN
Q8CCJ3	0.517	4.73	2.98	2.6	6.83	22.6	220.0	21.8	24.7	9	UN
Q61194	0.066	0.129	0.016	NA	0.338	4.49	11.8	0.543	0.308	8	UN
Q6PR54-2	NA	NA	NA	NA	NA	3.37	NA	0.954	18.8	3	UN
P13864	0.654	0.086	29.6	30.2	16.2	85.9	1.58	80.4	13.0	9	UN
Q9R1R8	8.91	NA	0.143	6.7	64.7	31.7	53.4	11.6	23.0	8	UN
O09106	29.5	8.58	0.291	70.6	16.5	174.0	1.9	41.9	169.0	9	UN
Q9JK30-2	0.917	NA	NA	NA	NA	NA	NA	NA	6.16	2	UN
Q8C547	24.3	47.6	0.072	91.0	0.133	20.7	27.2	26.0	4.71	9	UN
A2A4P0	0.023	44.6	NA	0.231	0.929	0.043	NA	12.2	8.55	7	UN
Q9DC23	1.09	1.16	0.676	7.03	2.28	19.8	3.98	14.6	19.5	9	UN
Q9R0E2	0.016	4.24	11.1	2.45	0.388	17.1	NA	2.76	3.82	8	UN
P08207	3.29	157.0	45.6	9.81	2.62	501.0	89.7	49.8	85.7	9	UN
P63154	NA	NA	NA	0.097	NA	2.16	0.199	9.33	1.98	5	UN
A2AQJ7	NA	NA	NA	NA	NA	0.176	0.897	0.372	22.6	4	UN
Q8BH74	0.064	1.85	NA	NA	0.249	6.92	8.62	17.1	36.9	7	UN
Q8BGT5	0.992	1.12	0.428	NA	17.7	0.189	0.647	NA	10.1	7	UN
Q62383	20.0	8.03	22.1	45.0	36.4	45.2	12.9	78.4	25.7	9	UN
Q61735	15.6	19.1	1.05	1.5	4.52	67.7	1.83	172.0	21.1	9	UN
Q8N7N5	0.839	10.2	0.345	4.75	0.615	27.6	5.4	22.5	5.57	9	UN
P97304	0.306	0.274	0.029	NA	0.006	NA	7.19	0.783	96.9	7	UN
P50516	2994.0	277.0	82.8	3277.0	23.6	482.0	76.8	228.0	180.0	9	UN
Q6A026	11.4	11.0	4.87	37.8	0.555	50.6	68.4	128.0	26.3	9	UN
Q80U95	19.6	0.617	6.91	0.537	0.899	1.93	19.0	5.35	1.16	9	UN
E9QK83	0.012	NA	NA	NA	NA	NA	NA	0.324	11.9	3	UN
Q9DC28	0.735	0.627	NA	0.156	0.027	0.251	0.464	NA	6.22	7	UN
A2BDX0	13.4	NA	NA	NA	20.1	25.9	10.1	0.056	3.29	6	UN
E9PU93	0.307	1.78	0.031	NA	0.043	14.4	0.414	8.05	58.7	8	UN
Q02257	4.57	30.0	47.6	344.0	39.4	323.0	153.0	4.46	24.0	9	UN
Q8BRH0	NA	0.415	NA	0.316	0.134	45.8	1.27	0.684	1.43	7	UN
Q8VCL2	0.439	7.95	3.13	4.83	2.71	0.164	NA	NA	0.589	7	UN
O54941	70.0	4.57	0.809	80.3	12.3	100.0	0.487	21.1	43.3	9	UN
Q9WUQ2	1.09	1.51	1.48	8.24	52.7	23.7	111.0	9.67	5.82	9	UN
P46935	32.2	340.0	62.3	17.7	12.5	175.0	193.0	135.0	99.2	9	UN
Q6KAR6	14.5	4.99	0.029	3.7	0.311	14.5	14.3	12.7	1.04	9	UN
Q6P9R1	NA	NA	NA	NA	NA	NA	4.46	NA	11.2	2	UN
Q9R0E1	NA	2.82	1.68	6.33	0.063	98.9	NA	7.73	4.66	7	UN
P14576	0.763	8.84	0.467	1.63	1.64	7.52	101.0	13.3	48.3	9	UN
Q9CQA3	87.2	2426.0	637.0	1546.0	2229.0	205.0	520.0	143.0	121.0	9	UN
Q99JR1	14.9	278.0	2.34	493.0	80.3	26.2	521.0	57.0	36.1	9	UN
B2RXC1	6.63	17.4	1.62	9.35	1.41	17.9	3.39	1.21	0.851	9	UN
P59708	10.7	7.29	1.15	50.6	50.3	23.7	6.82	12.9	134.0	9	UN
Q9EQQ9	20.2	1.24	7.52	1.88	0.488	11.7	3.42	9.04	45.1	9	UN
Q9D071	2.86	0.587	0.169	3.02	2.95	1.79	1.27	18.6	19.3	9	UN
Q8K2X3	0.21	0.479	NA	NA	NA	0.463	NA	2.03	31.4	5	UN
E9Q7W0	0.046	NA	NA	NA	7.74	NA	NA	NA	3.56	3	UN
Q4FZF3	NA	NA	NA	NA	NA	NA	NA	NA	16.0	1	UN
Q9Z120	1.46	NA	0.006	1.76	0.054	NA	2.66	20.3	50.1	7	UN
Q8BHJ9	NA	0.886	0.078	NA	8.08	1.09	0.816	2.51	13.3	7	UN
Z4YJU8	12.1	30.2	16.5	36.2	8.76	135.0	253.0	42.3	4.11	9	UN
P26231	5.95	142.0	409.0	721.0	415.0	812.0	209.0	75.5	82.4	9	UN
Q3UHD6-2	11.2	16.4	0.44	6.25	0.403	11.2	1.24	17.7	19.5	9	UN
Q8CI71	12.0	12.4	0.719	1.31	0.218	6.76	1.52	5.97	11.2	9	UN
Q9CPX8	3.28	NA	NA	33.7	NA	NA	NA	NA	15.7	3	UN
Q8JZQ2	52.1	625.0	601.0	179.0	75.7	11.5	15.2	56.0	18.6	9	UN
Q80X98	0.183	0.832	0.167	0.359	0.153	1.32	4.74	20.2	1.25	9	UN
Q9CZX0	8.14	0.196	NA	0.164	NA	NA	0.308	3.22	3.39	6	UN
Q9CR50	0.709	NA	NA	NA	NA	NA	0.364	NA	17.9	3	UN
F8VPU2	10.8	1.6	0.025	0.2	0.353	133.0	5.72	0.14	2.36	9	UN
Q8C167-2	97.9	2.03	0.172	NA	0.076	0.398	NA	0.453	11.1	7	UN
P50518	1553.0	46.0	7.33	281.0	7.25	81.6	26.1	84.2	98.3	9	UN
Q8CAY6	80.5	600.0	21.6	63.2	156.0	61.2	34.1	58.7	151.0	9	UN
Q8BML1	0.108	NA	NA	NA	NA	NA	NA	NA	0.181	2	UN
Q5RJG1	0.855	NA	NA	NA	NA	NA	1.19	NA	21.3	3	UN
Q9D1L9	4.36	5.82	2.3	3.62	0.298	1.35	0.486	3.24	153.0	9	UN
Q8BKZ9	17.9	742.0	1170.0	34.6	14.5	49.9	17.3	22.3	27.4	9	UN
Q8BKE6	0.083	1.1	0.236	2.92	1.9	6.86	31.2	2.58	1.55	9	UN
Q61466-2	39.9	0.129	NA	0.04	NA	NA	NA	0.334	45.8	5	UN
Q61188	0.025	NA	NA	NA	NA	NA	NA	NA	3.24	2	UN
Q78YZ6-3	14.0	1.13	NA	NA	NA	0.557	7.53	0.972	64.9	6	UN
Q8CFI0-3	1.86	5.35	0.024	0.089	0.217	9.1	0.543	21.2	3.22	9	UN
P57724	0.766	23.8	3.1	0.069	1.83	2.74	14.5	36.1	0.931	9	UN
F6SPK0	0.955	0.91	NA	0.539	1.84	1.03	8.71	6.92	2.24	8	UN
Q3TMX0	248.0	3.04	0.669	NA	0.149	3.36	10.2	27.0	22.6	8	UN
Q3TYK3	0.426	NA	0.01	NA	NA	NA	NA	NA	6.53	3	UN
P30285	1.01	0.933	0.482	1.19	0.023	15.6	0.473	5.87	65.0	9	UN
Q925J9-4	0.164	0.176	NA	NA	8.05	39.1	NA	0.893	12.4	6	UN
Q5RL20	5.73	19.3	1.83	2.27	0.258	0.371	NA	0.107	7.75	8	UN
Q3UV16	NA	NA	NA	NA	NA	NA	NA	NA	0.028	1	UN
E9PWG6	NA	NA	1.37	0.358	0.243	1.09	7.4	104.0	1.64	7	UN
Q62376	87.2	39.4	51.4	327.0	76.8	81.7	21.4	38.5	87.2	9	UN
Q3UF75	0.676	76.5	20.1	20.2	2.97	261.0	14.1	38.0	14.0	9	UN
B2RRI2	0.921	5.31	0.107	NA	NA	0.243	0.143	7.93	20.0	7	UN
Q9QZB7	13.7	2.22	1.07	12.3	NA	4.12	4.27	5.8	28.5	8	UN
Q8BVE3	167.0	37.5	2.29	661.0	1.28	45.6	143.0	26.2	74.5	9	UN
Q61687	10.9	0.226	14.7	0.021	0.013	1.79	NA	5.16	2.96	8	UN
Q63810-2	628.0	23.4	3.5	2.51	1.27	57.3	27.6	19.9	116.0	9	UN
E9Q2H1	2.74	2.59	0.107	0.023	0.798	6.44	16.0	33.5	9.79	9	UN
Q8BH95	556.0	3057.0	611.0	432.0	4004.0	293.0	321.0	109.0	354.0	9	UN
Q9Z160	0.736	1.36	0.07	1.24	0.838	4.16	8.02	8.66	7.83	9	UN
Q8BWT1	177.0	10249.0	12627.0	1961.0	1524.0	1216.0	277.0	2446.0	975.0	9	UN
Q9D7Z3	0.374	NA	14.7	19.8	28.2	NA	NA	0.707	32.7	6	UN
P69566	1.13	2.89	0.012	NA	0.11	1.01	NA	1.47	30.7	7	UN
Q9WUN2	0.212	1.24	0.25	NA	0.038	6.67	2.67	12.5	1.05	8	UN
P51655	1.97	1.14	0.619	4.18	0.066	2.93	11.4	1.25	3.61	9	UN
D3YX57	0.162	NA	0.012	NA	NA	0.022	NA	9.42	20.7	5	UN
Q8K2Q0	8.65	7.89	0.116	41.8	4.91	10.5	24.8	43.7	3.77	9	UN
Q9ESV0	0.231	NA	NA	NA	12.1	0.035	NA	0.329	13.4	5	UN
O88829-2	NA	NA	NA	NA	NA	NA	NA	NA	0.283	1	UN
Q8BTZ4-2	0.766	2.0	0.109	0.199	0.085	6.1	0.192	15.3	18.3	9	UN
P15092-2	NA	1.89	0.171	NA	0.249	0.451	0.383	29.0	1.96	7	UN
Q91ZX7	458.0	90.0	80.0	196.0	602.0	1004.0	66.6	130.0	12.9	9	UN
Q9QWH1-2	16.4	NA	14.7	19.8	NA	45.4	NA	NA	2.17	5	UN
Q8BX02	0.11	15.5	0.974	NA	0.9	287.0	191.0	21.1	21.2	8	UN
Q9D8M7-2	NA	NA	NA	NA	NA	NA	NA	NA	1.07	1	UN
Q8VI84	NA	NA	NA	NA	8.05	NA	NA	NA	28.3	2	UN
P40630	8.79	79.8	47.0	21.8	974.0	18.7	296.0	16.6	25.6	9	UN
Q8K327	17.0	1.15	NA	NA	0.129	26.4	NA	1.51	2.47	6	UN
P27046	0.022	6.88	1.79	37.4	242.0	60.1	561.0	70.5	13.1	9	UN
Q5SSW2	0.592	3.78	15.2	62.7	1.31	12.0	56.7	29.2	9.63	9	UN
O08848	5.09	2.52	NA	1.43	0.007	3.82	3.8	0.453	7.56	8	UN
Q9CPS7	NA	NA	NA	NA	16.1	NA	3.27	1.55	48.4	4	UN
Q9ES00	19.8	5.97	0.8	5.69	1.1	29.3	55.4	31.6	31.0	9	UN
Q9EQH2	0.292	111.0	37.1	40.9	63.1	148.0	9.08	192.0	10.9	9	UN
Q8CHY6	9.96	0.468	NA	49.5	32.6	77.8	0.24	1.18	28.4	8	UN
P30412	27.4	37.5	15.3	81.6	1.4	129.0	80.0	53.5	100.0	9	UN
P70206	79.7	5.73	0.608	3.8	0.006	72.3	0.113	1.71	0.948	9	UN
Q9D2R0	8.04	840.0	0.152	278.0	11.3	25.5	17.8	31.9	3.16	9	UN
Q9CQB5	34.2	7.07	33.0	71.3	20.2	47.2	245.0	16.8	25.9	9	UN
Q9CZI9	NA	NA	NA	NA	NA	NA	NA	NA	2.36	1	UN
Q8BJM7	NA	NA	NA	0.179	0.008	NA	NA	0.31	0.615	4	UN
Q9WV54	9.72	18.8	1.27	11.9	18.3	157.0	12.2	163.0	35.1	9	UN
Q09XV5	13.1	0.081	NA	NA	NA	NA	0.743	0.169	1.05	5	UN
Q01279	0.907	3.23	0.872	1.15	68.6	14.1	2.29	0.273	140.0	9	UN
Q99J95	0.231	NA	NA	NA	0.018	NA	4.82	4.56	5.71	5	UN
P61963	54.3	0.646	NA	49.5	20.1	21.3	NA	0.904	57.8	7	UN
Q5U458	1.43	42.3	44.6	0.272	57.5	13.5	0.984	3.41	15.2	9	UN
P17439	0.3	7.67	0.111	0.185	2.86	7.31	16.8	11.3	7.2	9	UN
P18406	NA	NA	NA	NA	NA	NA	NA	NA	2.16	1	UN
Q8BFR4	0.27	7.14	0.45	8.79	0.671	57.5	19.8	19.1	8.91	9	UN
Q9WTK5	NA	NA	2.64	NA	0.03	2.93	1.6	4.14	10.4	6	UN
Q91V81-2	17.0	NA	NA	69.3	12.1	NA	NA	1.38	5.27	5	UN
Q80YQ2	0.111	0.072	NA	0.536	NA	1.25	0.212	23.3	7.3	7	UN
Q8VD65	13.2	5.57	1.53	3.42	0.621	22.0	20.5	67.1	0.713	9	UN
Q8K4X7	3.13	NA	NA	NA	NA	16.6	NA	0.123	0.533	4	UN
O35387	0.847	0.743	NA	1.07	1.35	NA	NA	0.432	5.03	6	UN
Q8BTI7	0.179	0.077	NA	NA	NA	NA	0.193	NA	0.262	4	UN
P25799	0.081	3.18	18.1	NA	0.148	38.3	1.12	78.0	2.22	8	UN
E9QK04	32.5	0.194	0.113	0.059	0.004	2.48	2.96	1.91	1.38	9	UN
P23475	NA	42.0	0.1	0.546	0.578	1.95	6.47	67.2	36.4	8	UN
P59470	NA	0.496	0.03	NA	NA	0.054	1.11	0.555	13.9	6	UN
Q9JM13	27.4	0.829	NA	NA	0.116	4.35	5.18	3.16	0.636	7	UN
Q8BH64	1.92	1860.0	324.0	102.0	0.462	1505.0	106.0	27.1	22.5	9	UN
O54692	1.14	2.01	0.92	1.47	9.06	2.15	138.0	17.9	32.5	9	UN
Q8CBM2	0.875	59.0	671.0	208.0	80.5	99.5	12.0	29.5	39.2	9	UN
P11276	0.08	30.6	20.7	15.9	285.0	397.0	32.0	81.1	721.0	9	UN
Q922J9	0.022	NA	NA	2.57	NA	NA	NA	7.78	7.19	4	UN
Q9DBC7	8.02	12.5	54.2	0.581	33.2	63.2	30.8	171.0	69.3	9	UN
Q9CXT8	12.0	110.0	105.0	67.8	6.75	5.61	44.1	8.51	52.4	9	UN
Q8R0J7	4.35	NA	0.94	0.472	0.207	4.23	17.2	10.3	1.15	8	UN
Q921Y2	NA	NA	NA	NA	NA	NA	4.62	NA	6.75	2	UN
O54743	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1	UN
O55028	1.57	31.1	3.04	5.61	0.109	1.54	14.2	2.33	3.22	9	UN
P45952	7.3	6830.0	6402.0	6802.0	396.0	355.0	166.0	97.6	487.0	9	UN
O35621	15.8	2.04	0.247	0.979	0.098	2.43	0.569	0.732	66.9	9	UN
P29416	1.1	5.12	0.349	0.2	2.9	12.3	1.51	74.2	32.2	9	UN
Q9CWK3	0.142	NA	NA	NA	NA	NA	NA	6.14	102.0	3	UN
P48755	NA	NA	NA	NA	NA	NA	NA	NA	0.112	1	UN
P70428	NA	NA	NA	NA	NA	NA	25.7	NA	0.619	2	UN
O35134	0.015	NA	NA	NA	0.007	NA	2.19	5.44	13.0	5	UN
Q3UFM5	NA	NA	NA	NA	NA	NA	NA	NA	14.7	1	UN
Q8C2E4	NA	NA	NA	NA	0.023	NA	7.75	NA	0.35	3	UN
Q9QUJ7-2	1.24	1.67	0.047	4.4	2.46	86.8	0.178	10.5	16.9	9	UN
Q8BFZ9	7.42	156.0	6.17	104.0	43.8	78.5	38.8	73.7	29.2	9	UN
Q3UKC1	0.189	1.36	0.103	0.084	0.129	4.71	0.168	5.81	4.33	9	UN
E9PZ16	1.01	552.0	214.0	52.6	55.6	86.3	2.27	34.7	14.1	9	UN
Q9Z2X8	0.032	NA	14.8	NA	0.009	0.07	NA	0.154	1.53	6	UN
Q9CYD3	NA	0.058	0.061	0.267	NA	0.132	NA	0.202	20.1	6	UN
E9Q668	0.035	NA	NA	NA	NA	NA	NA	NA	0.357	2	UN
P20152	793.0	2632.0	1242.0	376.0	519.0	4206.0	95.1	2531.0	794.0	9	NED
P32233	0.482	5.25	NA	6.58	1.43	1.89	291.0	63.8	86.1	8	NED
P10518	149.0	187.0	151.0	451.0	317.0	388.0	145.0	615.0	98.3	9	NED
P62908	1194.0	595.0	561.0	934.0	497.0	1319.0	1633.0	549.0	1102.0	9	NED
D3YTQ9	929.0	146.0	162.0	223.0	573.0	705.0	857.0	175.0	1832.0	9	NED
Q8R0A0	0.878	3.41	0.265	2.12	0.282	1.68	29.8	54.1	10.9	9	NED
Q9JJ28	14.1	1.73	5.21	83.8	24.3	163.0	144.0	66.4	5.55	9	NED
O08997	70.9	119.0	112.0	126.0	15.1	121.0	130.0	193.0	1239.0	9	NED
P17182	4356.0	916.0	3064.0	2783.0	1957.0	233.0	97.8	2520.0	946.0	9	NED
P33610	NA	NA	0.653	NA	NA	NA	NA	30.3	23.0	3	NED
P53994	107.0	86.8	31.0	69.8	25.5	88.0	645.0	67.1	105.0	9	NED
Q9JK81	2.83	4.23	1.8	16.3	9.98	9.27	85.7	56.5	52.5	9	NED
P60867	176.0	89.5	370.0	418.0	324.0	458.0	1716.0	134.0	654.0	9	NED
Q9CZM2	371.0	38.5	162.0	551.0	650.0	441.0	188.0	53.7	492.0	9	NED
Q9D880	9.23	129.0	14.0	124.0	47.1	16.5	27.5	25.8	20.0	9	NED
Q9R0X4	73.2	173.0	66.0	98.0	0.432	120.0	13.5	69.5	22.5	9	NED
Q9D824-4	39.3	1.23	14.9	257.0	133.0	85.5	2.46	8.62	45.8	9	NED
Q5U4D9	0.363	2.0	0.022	NA	0.016	1.36	0.143	2.22	31.6	8	NED
P00493	193.0	107.0	35.2	81.8	167.0	101.0	201.0	192.0	48.6	9	NED
Q64735-2	0.673	7.78	1.34	0.851	1.56	9.97	1.35	7.52	5.44	9	NED
